City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,mccook,40.2019,-100.6257,4.25,39,0,1.54,US,1698794654
285,kirensk,57.7853,108.1119,-13.35,74,8,1.79,RU,1698794655
286,iyidere,41.0119,40.3619,16.98,57,43,1.94,TR,1698794655
287,trincomalee,8.5711,81.2335,27.12,78,97,1.23,LK,1698794656
288,vedaraniyam,10.3667,79.85,26.49,86,65,3.67,IN,1698794656
289,kill devil hills,36.0307,-75.676,14.99,85,100,5.14,US,1698794091
290,college,64.8569,-147.8028,1.56,77,75,1.54,US,1698794657
291,sultandagi,38.5311,31.2281,14.8,69,29,1.71,TR,1698794658
292,midoun,33.8081,10.9923,20.92,75,100,4.82,TN,1698794658
293,lahat,-3.8,103.5333,22.66,93,100,0.87,ID,1698794659
294,klaksvik,62.2266,-6.589,3.51,61,85,10.6,FO,1698794659
295,queenstown,-31.8976,26.8753,7.9,92,25,0.4,ZA,1698794651
296,peterhead,57.5058,-1.7981,3.22,59,78,5.64,GB,1698794660
297,novodvinsk,64.4165,40.8122,-5.12,92,35,1.71,RU,1698794557
298,lae,-6.7221,146.9847,28.59,67,84,1.6,PG,1698794661
299,shenjiamen,29.9576,122.298,20.63,70,57,4.21,CN,1698794662
300,hanno,35.8519,139.3181,17.77,73,0,0.0,JP,1698794662
301,enoch,37.7733,-113.0244,13.41,17,0,0.45,US,1698794663
302,salida,37.7058,-121.0849,23.96,28,0,0.0,US,1698794378
303,changji,44.0167,87.3167,8.44,87,100,4.0,CN,1698794664
304,kununurra,-15.7667,128.7333,31.91,49,52,1.34,AU,1698794589
305,talsi,57.2456,22.5814,10.21,90,100,5.5,LV,1698794665
306,bridlington,54.0831,-0.1919,8.97,90,98,3.21,GB,1698794485
307,ashmyany,54.425,25.9378,11.0,91,100,4.11,BY,1698794666
308,quepos,9.4236,-84.1652,25.75,88,95,0.93,CR,1698794667
309,keflavik,64.0049,-22.5624,3.95,81,20,7.72,IS,1698794667
310,colonia,50.9333,6.95,12.81,85,75,4.12,DE,1698794549
311,mogocha,53.7333,119.7667,-11.36,86,1,0.91,RU,1698794668
312,santa rosalia,27.3167,-112.2833,25.03,47,0,6.05,MX,1698794669
313,new norfolk,-42.7826,147.0587,16.62,58,72,2.03,AU,1698794581
314,guantanamo,20.1444,-75.2092,28.76,84,95,0.37,CU,1698794670
315,kharovsk,59.9642,40.1912,-1.71,95,100,3.23,RU,1698794670
316,palmer,42.1584,-72.3287,6.78,75,75,1.54,US,1698794351
317,sao jose da coroa grande,-8.8978,-35.1478,25.08,73,24,4.37,BR,1698794671
318,tralee,52.2704,-9.7026,11.94,93,100,2.87,IE,1698794520
319,mongagua,-24.0931,-46.6208,23.67,98,100,2.65,BR,1698794538
320,strezhevoy,60.7333,77.5889,-12.8,96,100,2.24,RU,1698794673
321,mizdah,31.4451,12.9801,23.02,24,4,1.71,LY,1698794675
322,prince rupert,54.3161,-130.3201,8.05,71,0,1.54,CA,1698794504
323,anadyr,64.75,177.4833,-2.72,100,75,4.0,RU,1698794439
324,homer,59.6425,-151.5483,11.54,76,100,0.0,US,1698794676
325,beloyarskiy,63.7119,66.6722,-8.33,91,100,2.24,RU,1698794677
326,mvurwi,-17.0333,30.85,15.32,85,58,3.48,ZW,1698794678
327,st. john's,47.5649,-52.7093,3.09,84,20,6.17,CA,1698794397
328,urzhar,47.093,81.6294,5.07,83,100,5.4,KZ,1698794680
329,tolanaro,-25.0319,46.9987,20.04,94,75,6.17,MG,1698794468
330,cordoba,-31.4135,-64.1811,13.57,84,75,5.66,AR,1698794607
331,saipan,15.1355,145.701,30.39,79,40,5.66,MP,1698794389
332,mary,37.0,62.5,10.82,44,0,3.1,TM,1698794681
333,lock haven,41.137,-77.4469,5.94,73,78,0.64,US,1698794681
334,morehead city,34.7229,-76.726,15.55,85,100,4.63,US,1698794664
335,maun,-19.9833,23.4167,22.98,73,0,8.23,BW,1698794682
336,saint-pierre,-21.3393,55.4781,22.82,60,0,3.09,RE,1698794683
337,berezovyy,51.6667,135.7,-3.09,58,45,1.29,RU,1698794683
338,perrysburg,41.557,-83.6272,0.98,89,100,5.14,US,1698794424
339,sovetskaya,44.7769,41.1722,12.13,57,0,3.64,RU,1698794684
340,pacific grove,36.6177,-121.9166,28.43,45,0,1.54,US,1698794684
341,xilin hot,43.9667,116.0333,3.24,66,54,2.46,CN,1698794613
342,kavieng,-2.5744,150.7967,28.21,73,38,0.32,PG,1698794685
343,labrador city,52.9463,-66.9114,-5.05,68,75,6.69,CA,1698794686
344,naze,28.3667,129.4833,22.51,69,20,4.21,JP,1698794686
345,sarakhs,36.5449,61.1577,11.81,42,4,2.09,IR,1698794687
346,galliano,29.4422,-90.2992,15.0,38,40,7.2,US,1698794687
347,benguela,-12.5763,13.4055,23.56,80,58,0.81,AO,1698794688
348,erdenet,49.0333,104.0833,-1.72,91,100,1.45,MN,1698794688
349,greymouth,-42.4667,171.2,15.77,45,40,1.7,NZ,1698794537
350,ankazoabo,-22.2833,44.5167,24.67,58,100,2.9,MG,1698794689
351,longquan,24.6719,102.1613,13.22,96,81,1.02,CN,1698794690
352,mont-tremblant,46.1949,-74.6264,-3.01,80,47,0.51,CA,1698794690
353,the pas,53.8251,-101.2541,-0.99,55,100,3.09,CA,1698794691
354,pangody,65.85,74.4859,-10.85,92,100,4.06,RU,1698794476
355,lauro de freitas,-12.8944,-38.3272,26.01,73,0,5.66,BR,1698794691
356,yokadouma,3.5167,15.05,20.71,99,100,0.84,CM,1698794639
357,itoman,26.1247,127.6694,25.01,76,20,4.63,JP,1698794692
358,moroto,2.5345,34.6666,20.27,74,91,2.96,UG,1698794693
359,nouadhibou,20.931,-17.0347,21.99,78,23,6.69,MR,1698794693
360,tindouf,27.6711,-8.1474,23.25,21,0,2.06,DZ,1698794694
361,tranqueras,-31.2,-55.75,11.85,94,100,4.96,UY,1698794695
362,namtsy,62.7161,129.6658,-15.66,88,100,3.04,RU,1698794696
363,katsuura,35.1333,140.3,18.81,72,0,1.69,JP,1698794697
364,gao,16.6362,1.637,27.83,11,100,5.26,ML,1698794564
365,san luis de la loma,17.2706,-100.8939,28.22,81,99,2.11,MX,1698794698
366,cidade velha,14.9167,-23.6167,27.26,78,75,5.66,CV,1698794698
367,brownwood,31.7093,-98.9912,15.62,31,0,3.6,US,1698794460
368,laascaanood,8.4774,47.3597,23.55,77,87,4.96,SO,1698794647
369,harper,4.375,-7.7169,25.89,89,61,2.86,LR,1698794632
370,zeya,53.75,127.2667,-8.06,59,14,0.46,RU,1698793919
371,bikenibeu village,1.3673,173.1241,30.98,66,75,1.54,KI,1698794654
372,pathein,16.7833,94.7333,23.0,95,33,2.29,MM,1698794701
373,nagyszenas,46.6833,20.6667,9.43,79,95,3.55,HU,1698794702
374,alcala de xivert,40.258,0.2689,12.9,62,97,2.45,ES,1698794702
375,yatou,37.15,122.3833,18.07,83,0,4.26,CN,1698794703
376,kuta,-8.7233,115.1723,25.97,94,40,1.03,ID,1698794704
377,borogontsy,62.6683,131.1683,-15.2,93,100,2.66,RU,1698794708
378,machico,32.7,-16.7667,21.51,80,20,3.6,PT,1698794573
379,mermoz boabab,14.7065,-17.4758,27.88,89,0,3.09,SN,1698794710
380,kavaratti,10.5669,72.642,27.9,74,93,2.59,IN,1698794711
381,koungou,-12.7336,45.2042,24.84,88,0,1.03,YT,1698794711
382,saldanha,-33.0117,17.9442,16.03,71,86,4.0,ZA,1698794712
383,novoorsk,51.381,58.9813,8.36,90,80,5.49,RU,1698794714
384,aasiaat,68.7098,-52.8699,2.38,65,95,10.11,GL,1698794592
385,sorong,-0.8833,131.25,26.62,82,96,1.58,ID,1698794715
386,fort mcmurray,56.7268,-111.381,-0.23,74,100,0.0,CA,1698794453
387,jieshou,33.2634,115.3611,18.16,64,94,3.27,CN,1698794715
388,port saint john's,-31.6229,29.5448,13.88,86,13,3.42,ZA,1698794716
389,kruisfontein,-34.0033,24.7314,12.83,86,91,2.22,ZA,1698794681
390,cortez,37.3489,-108.5859,12.18,23,0,4.63,US,1698794717
391,grande prairie,55.1667,-118.8027,5.1,56,100,2.57,CA,1698794695
392,esperanza,19.5847,-70.9849,27.32,87,100,0.89,DO,1698794718
393,santiago de cao,-7.9589,-79.2392,19.07,82,75,4.12,PE,1698794719
394,zhaotong,27.3167,103.7167,12.63,92,100,0.75,CN,1698794720
395,usogorsk,63.4106,48.6872,-7.41,96,83,2.23,RU,1698794473
396,namibe,-15.1961,12.1522,17.98,83,0,1.78,AO,1698794720
397,nadi,-17.8,177.4167,31.0,58,40,5.14,FJ,1698794721
398,timimoun,29.2639,0.231,26.21,17,0,3.6,DZ,1698794721
399,hailun,47.45,126.9333,-4.04,72,97,1.63,CN,1698794722
400,conduaga,8.862,117.4893,26.81,80,97,1.29,PH,1698794609
401,an nuhud,12.7,28.4333,29.17,35,96,3.28,SD,1698794723
402,fairfield glade,36.0004,-84.8863,6.45,57,0,3.09,US,1698794723
403,onega,63.9061,38.1404,-6.25,89,87,1.2,RU,1698794579
404,rongelap,11.1635,166.8941,28.52,74,99,6.24,MH,1698794643
405,lata,40.1629,-8.3327,18.23,91,72,3.27,PT,1698794557
406,puerto baquerizo moreno,-0.9,-89.6,25.55,78,75,6.17,EC,1698794725
407,granada,37.25,-3.25,10.16,88,100,2.96,ES,1698794725
408,alice springs,-23.7,133.8833,23.75,22,31,8.75,AU,1698794400
409,puerto el triunfo,13.2833,-88.55,24.51,93,100,5.29,SV,1698794726
410,gadzhiyevo,69.2551,33.3362,-2.75,93,100,4.34,RU,1698794675
411,la libertad,-2.2333,-80.9,23.81,83,75,5.14,EC,1698794727
412,zalari,53.5584,102.5065,-3.78,59,100,1.51,RU,1698794536
413,ta`u,-14.2336,-169.5144,26.75,78,19,8.12,AS,1698794621
414,kalabo,-14.97,22.6814,21.53,77,66,1.52,ZM,1698794729
415,afaahiti,-17.75,-149.2833,28.93,83,38,9.55,PF,1698794533
416,porto novo,6.4965,2.6036,26.9,74,100,1.52,BJ,1698794649
417,chibougamau,49.9168,-74.3659,-5.21,74,100,4.12,CA,1698794591
418,same,-4.0667,37.7333,19.76,87,28,0.69,TZ,1698794730
419,la foa,-21.7108,165.8276,23.65,49,7,1.63,NC,1698794731
420,newnham,-41.3833,147.1333,14.36,54,2,2.57,AU,1698794731
421,nikolayevsk-on-amure,53.1406,140.73,-1.38,80,100,0.85,RU,1698794721
422,betioky,-23.7167,44.3833,20.91,77,100,4.84,MG,1698794732
423,elk,53.8282,22.3647,12.81,82,97,5.75,PL,1698794733
424,masterton,-40.9597,175.6575,18.27,48,93,1.75,NZ,1698794511
425,pandan,14.0453,124.1694,26.88,88,96,4.51,PH,1698794690
426,larkird,35.4894,66.6641,9.46,86,30,0.18,AF,1698794734
427,nova vicosa,-17.8919,-39.3719,25.08,78,98,5.6,BR,1698794734
428,nchelenge,-9.3451,28.734,25.25,60,99,1.12,ZM,1698794735
429,chegdomyn,51.1167,133.0167,-6.09,66,7,0.08,RU,1698794735
430,madalena,41.2162,-8.3345,15.42,87,89,5.2,PT,1698794736
431,makhambet,47.6667,51.5833,11.27,71,91,3.83,KZ,1698794736
432,nerchinsk,51.9833,116.5833,-7.5,90,32,0.86,RU,1698794737
433,lashio,22.9333,97.75,16.3,99,89,0.81,MM,1698794737
434,kourou,5.1552,-52.6478,28.03,85,19,3.67,GF,1698794624
435,bangui,4.3612,18.555,23.1,100,20,2.06,CF,1698794738
436,chicoana,-25.1009,-65.5331,19.47,83,96,2.18,AR,1698794739
437,dalmatovo,56.26,62.9362,-7.47,99,89,2.44,RU,1698794740
438,irymple,-34.25,142.1667,17.27,49,2,0.89,AU,1698794740
439,marsh harbour,26.5412,-77.0636,26.44,84,10,5.66,BS,1698794741
440,bondo,3.8146,23.6866,21.25,99,98,0.71,CD,1698794741
441,seven pagodas,12.6264,80.1722,28.36,85,97,3.51,IN,1698794498
442,datca,36.7378,27.6842,20.41,78,22,3.05,TR,1698794742
443,soto la marina,23.7667,-98.2167,16.25,39,87,7.85,MX,1698794742
444,san juan,-31.5375,-68.5364,20.68,17,85,5.73,AR,1698794743
445,dzhalil',55.0239,52.7358,1.7,99,100,0.92,RU,1698794743
446,la passe,45.5549,-0.8967,12.77,83,27,6.65,FR,1698794744
447,syktyvkar,61.6764,50.8099,-7.15,92,100,3.13,RU,1698794745
448,uliastay,47.7417,96.8444,3.97,87,100,1.85,MN,1698794493
449,malard,35.6659,50.9767,18.1,47,75,2.06,IR,1698794745
450,kende,11.5197,4.2603,26.9,30,99,0.94,NG,1698794746
451,aral,40.5156,81.2636,14.62,25,100,4.32,CN,1698794746
452,kone,-21.0595,164.8658,26.6,44,44,0.86,NC,1698794580
453,siwa oasis,29.2041,25.5195,21.9,63,0,3.98,EG,1698794747
454,kristinestad,62.2743,21.376,-2.72,87,100,10.17,FI,1698794748
455,thief river falls,48.1191,-96.1812,-7.04,93,0,2.57,US,1698794748
456,wynyard,-41.0,145.7167,15.54,53,33,4.17,AU,1698794749
457,mena,51.5217,32.2157,13.51,78,6,6.8,UA,1698794749
458,gaozhou,21.9392,110.8461,20.16,83,17,1.31,CN,1698794750
459,tamanrasset,22.785,5.5228,17.95,20,0,2.06,DZ,1698794750
460,lufilufi,-13.8745,-171.5986,27.27,72,63,8.24,WS,1698794751
461,san patricio,28.017,-97.5169,15.1,32,43,4.65,US,1698794752
462,el rosario,24.2556,-107.1828,28.72,61,0,3.82,MX,1698794752
463,rawson,-43.3002,-65.1023,7.25,54,15,4.58,AR,1698794753
464,hovd,48.0056,91.6419,5.14,47,80,3.02,MN,1698794753
465,colby,39.3958,-101.0524,6.01,40,0,3.6,US,1698794754
466,aykhal,66.0,111.5,-25.68,100,95,2.73,RU,1698794754
467,rakops,-21.0167,24.3333,19.54,67,98,6.65,BW,1698794755
468,yreka,41.7354,-122.6345,18.1,16,0,0.0,US,1698794756
469,mufulira,-12.5498,28.2407,20.09,72,66,2.21,ZM,1698794756
470,olbernhau,50.6667,13.3333,9.72,88,81,4.75,DE,1698794757
471,kayangel,8.0823,134.7173,28.78,74,98,4.06,PW,1698794518
472,isfahan,32.6572,51.6776,12.8,43,100,1.12,IR,1698794758
473,cedeira,43.6797,-8.0209,14.66,54,98,11.7,ES,1698794758
474,kaa-khem,51.6833,94.7333,-0.33,99,100,1.43,RU,1698794758
475,sao joao da barra,-21.6403,-41.0511,25.05,94,100,4.2,BR,1698794759
476,vallegrande,-18.4897,-64.1069,16.17,85,65,1.84,BO,1698794760
477,ceres,37.5949,-120.9577,23.91,28,0,0.0,US,1698794760
478,doctor juan leon mallorquin,-25.4,-55.2667,23.85,94,62,1.61,PY,1698794761
479,cascais,38.6979,-9.4215,18.92,92,5,7.15,PT,1698794761
480,princeville,45.7668,-61.2985,5.23,86,75,2.57,CA,1698794762
481,saint albans,51.75,-0.3333,11.39,97,100,2.57,GB,1698794762
482,muroto-misakicho,33.2833,134.15,18.55,61,0,2.34,JP,1698794763
483,jacmel,18.2342,-72.5347,27.91,85,100,1.49,HT,1698794661
484,arkhangel'sk,64.5401,40.5433,-4.93,92,44,1.82,RU,1698794502
485,undurkhaan,47.3194,110.6556,0.02,81,93,0.85,MN,1698794764
486,kerikeri,-35.2268,173.9474,23.28,79,91,1.34,NZ,1698794517
487,podporozh'ye,60.9112,34.1706,0.69,97,100,5.31,RU,1698794765
488,aigues-mortes,43.5698,4.1871,11.0,82,0,2.06,FR,1698794766
489,ridgecrest,35.6225,-117.6709,22.03,9,40,1.34,US,1698794767
490,hanceville,34.0607,-86.7675,10.65,23,4,5.27,US,1698794767
491,ariquemes,-9.9133,-63.0408,25.95,73,90,1.39,BR,1698794650
492,khanty-mansiysk,61.0042,69.0019,-9.94,79,40,3.13,RU,1698794768
493,biograd na moru,43.9433,15.4519,15.98,73,0,6.23,HR,1698794769
494,cidreira,-30.1811,-50.2056,19.0,91,30,5.95,BR,1698794493
495,meadow lake,34.8014,-106.5436,14.06,19,0,2.39,US,1698794769
496,lebu,-37.6167,-73.65,9.62,64,100,5.86,CL,1698794378
497,happy valley-goose bay,53.3168,-60.3315,-0.83,55,40,6.17,CA,1698794565
498,sebdou,34.637,-1.3314,13.61,59,99,1.63,DZ,1698794771
499,victorica,-36.2151,-65.4359,12.3,53,100,8.17,AR,1698794771
500,bonthe,7.5264,-12.505,24.6,92,100,4.78,SL,1698794772
501,portland,45.5234,-122.6762,17.23,44,75,5.14,US,1698794552
502,okhotsk,59.3833,143.3,-1.99,94,100,3.02,RU,1698794773
503,caiaponia,-16.9567,-51.8103,30.16,33,73,2.39,BR,1698794714
504,priargunsk,50.3691,119.1012,-8.09,94,29,1.65,RU,1698794774
505,broome,42.2506,-75.833,3.72,82,0,1.54,US,1698794774
506,kiunga,-6.1219,141.2906,24.71,95,98,1.41,PG,1698794775
507,ugoofaaru,5.6667,73.0,26.99,75,99,0.59,MV,1698794776
508,black river,18.0264,-77.8487,27.67,82,79,3.66,JM,1698794776
509,akita,39.7167,140.1167,10.52,93,75,2.06,JP,1698794777
510,hobyo,5.3505,48.5268,27.09,81,44,4.29,SO,1698794278
511,thunder bay,48.4001,-89.3168,-2.01,50,75,4.63,CA,1698794401
512,sitka,57.0531,-135.33,7.94,81,100,1.54,US,1698794495
513,jakobstad,63.6749,22.7026,-3.37,74,100,9.41,FI,1698794778
514,riverton,40.5219,-111.9391,11.54,34,0,2.68,US,1698794779
515,porto murtinho,-21.6989,-57.8825,25.17,88,76,1.83,BR,1698794779
516,prado,-17.3411,-39.2208,24.74,79,94,5.49,BR,1698794478
517,necochea,-38.5473,-58.7368,7.36,69,93,3.7,AR,1698794780
518,kosmach,48.7509,24.3673,13.38,66,99,3.87,UA,1698794781
519,boende,-0.2167,20.8667,21.77,100,96,1.18,CD,1698794781
520,lampang,18.3333,99.5,23.48,100,75,1.03,TH,1698794782
521,luba,3.4568,8.5547,24.94,86,92,3.31,GQ,1698794782
522,camana,-16.6228,-72.7111,19.96,80,68,3.46,PE,1698794783
523,arauco,-37.2463,-73.3175,10.44,62,100,4.58,CL,1698794784
524,as saffaniyah,27.9708,48.73,25.22,71,79,1.83,SA,1698794784
525,kievka,50.2619,71.5514,1.19,96,100,7.93,KZ,1698794785
526,yashan,22.1975,109.9419,19.47,84,26,1.39,CN,1698794786
527,suruc,36.9761,38.425,22.53,33,100,2.14,TR,1698794786
528,torquay,50.4638,-3.5143,14.77,90,100,12.09,GB,1698794787
529,ialibu,-6.2821,143.9935,17.91,86,95,1.21,PG,1698794788
530,dakhla,23.6848,-15.958,20.87,86,6,6.24,EH,1698794788
531,motygino,58.1831,94.7592,-12.34,59,0,4.02,RU,1698794789
532,bahia de caraquez,-0.6,-80.4167,26.1,83,99,4.34,EC,1698794790
533,port alberni,49.2413,-124.8028,11.07,66,86,0.45,CA,1698794790
534,jawf al maqbabah,13.8378,45.8349,20.84,75,45,2.1,YE,1698794515
535,banda aceh,5.5577,95.3222,25.88,84,100,4.2,ID,1698794791
536,pacasmayo,-7.4006,-79.5714,20.06,82,68,6.11,PE,1698794792
537,ilovlya,49.3033,43.9796,10.55,80,99,2.6,RU,1698794793
538,remire-montjoly,4.9167,-52.2667,28.02,78,0,2.57,GF,1698794793
539,tiptur,13.2586,76.4783,19.53,91,100,2.29,IN,1698794794
540,punakha,27.5837,89.8598,14.06,71,13,1.1,BT,1698794795
541,vidin,43.99,22.8725,13.78,92,87,1.08,BG,1698794795
542,zouerate,22.7187,-12.4521,27.95,16,0,3.95,MR,1698794549
543,belyy yar,53.6039,91.3903,-2.06,93,100,0.0,RU,1698794627
544,buka,40.8108,69.1986,9.35,82,0,0.89,UZ,1698794595
545,faya-largeau,17.9257,19.1043,27.95,18,55,9.24,TD,1698794796
546,amga,60.8953,131.9608,-15.36,97,100,0.98,RU,1698794798
547,akureyri,65.6835,-18.0878,-8.04,93,0,1.03,IS,1698794639
548,cruzeiro do sul,-29.5128,-51.9853,21.16,87,45,2.76,BR,1698794545
549,gornopravdinsk,60.05,69.9,-7.13,82,100,2.65,RU,1698794799
550,shakawe,-18.3667,21.85,23.21,62,69,3.26,BW,1698794800
551,ahvaz,31.3203,48.6693,23.97,43,20,1.03,IR,1698794800
552,rio gallegos,-51.6226,-69.2181,11.03,37,0,8.23,AR,1698794661
553,cholpon-ata,42.6494,77.0823,8.03,47,1,2.71,KG,1698794801
554,levuka,50.1834,-105.4011,-0.15,80,100,5.14,CA,1698794802
555,sausset-les-pins,43.3314,5.1043,12.94,87,0,1.54,FR,1698794802
556,sittwe,20.15,92.9,25.01,87,81,2.7,MM,1698794733
557,lichinga,-13.3128,35.2406,19.06,75,76,3.96,MZ,1698794803
558,oodweyne,9.4092,45.064,22.96,64,24,2.08,SO,1698794803
559,satkhira,22.7167,89.1,22.54,72,0,1.89,BD,1698794804
560,guerrero negro,27.9769,-114.0611,26.93,26,0,4.86,MX,1698794791
561,eraan,9.0629,117.7016,26.54,85,100,1.59,PH,1698794805
562,mouila,-1.8685,11.0559,23.09,99,100,0.75,GA,1698794805
563,papao,-17.75,-149.55,29.82,83,14,10.53,PF,1698794806
564,las vegas,36.175,-115.1372,22.69,10,0,6.71,US,1698794755
565,labytnangi,66.6572,66.4183,-10.29,97,100,1.03,RU,1698794807
566,uige,-7.6087,15.0613,19.48,99,100,0.48,AO,1698794807
567,haimen,23.1935,116.6142,19.94,79,30,4.05,CN,1698794808
568,plastun,44.7561,136.2939,10.74,68,46,4.17,RU,1698794806
